0012 -5
0.44386326708884183 -0.27770643394844174
0012 0
0.43255057979734857 -2.1421348668226868E-007
0012 5
0.44386317078896331 0.27770619619835180
0012 10
0.47751057731243457 0.52442575035087480
0012 15
0.53231270576424394 0.71149961923743832
0012 20
0.60565307884340813 0.82453311623147407
0012 25
0.69563969181308749 0.88761036835709217
0020 -5
0.48852766136846887 -0.21770218859360888
0020 0
0.47868735493308834 5.6864977233672676E-008
0020 5
0.48852763239809466 0.21770247048480970
0020 10
0.51772299204997141 0.41241615725215158
0020 15
0.56527785125026941 0.56684652199398122
0020 20
0.62986846810789321 0.67879008433301935
0020 25
0.71169734319859490 0.76758190557280082
0030 -5
0.55793553100139726 -0.13399038412174880
0030 0
0.55002601216830549 -4.2890573775933302E-008
0030 5
0.55793553661677198 0.13399039400557350
0030 10
0.58152734229801295 0.26033106248424331
0030 15
0.62056310652478464 0.37630339355961739
0030 20
0.67533176049338928 0.48679369978084719
0030 25
0.74734434774303704 0.59810398828474498
0050 -5
0.73621773496911525 1.0698607352205701E-002
0050 0
0.73211768481086270 -1.1688278638288807E-008
0050 5
0.73621762944282720 -1.0698584500632234E-002
0050 10
0.74915498635335265 -2.2265526508393196E-003
0050 15
0.77270991074977169 3.8480705373468677E-002
0050 20
0.80920725508455138 0.11377310736878557
0050 25
0.86035453802412831 0.21443508875053496
2212 -5
0.44221965266776403 -0.22625440527045176
2212 0
0.43360967259141975 5.4429893376999106E-002
2212 5
0.44774678929201561 0.33222713809663085
2212 10
0.48365048073112793 0.57714559614229111
2212 15
0.53983725209305189 0.76383003610226463
2212 20
0.61415852265250592 0.88122886311690640
2212 25
0.70570137618983475 0.95097205336671831
2220 -5
0.48646994233180485 -0.17639422556303555
2220 0
0.48017403678956383 4.1476240564054863E-002
2220 5
0.49338143260310313 0.25777970648079473
2220 10
0.52539527361005955 0.45102312609249684
2220 15
0.57513097221938869 0.60674436715472690
2220 20
0.64172053022989339 0.72503754395568865
2220 25
0.72621466397857637 0.82311934027103928
2230 -5
0.55441741372833264 -0.10930455201061513
2230 0
0.54960658148800889 2.6048851481878604E-002
2230 5
0.56075328707690897 0.16338448308496634
2230 10
0.58780665855022340 0.29456897589524511
2230 15
0.63064819996955068 0.41671766909256447
2230 20
0.68977538480365241 0.53417486434079509
2230 25
0.76673619354517375 0.65066731382891074
2250 -5
0.73274837499228196 3.3617816141660359E-002
2250 0
0.73072456656165818 2.3188752781515196E-002
2250 5
0.73696575437238487 1.7152845470208497E-002
2250 10
0.75290245568894054 3.3415349438428721E-002
2250 15
0.78079631628448931 8.2216614104651364E-002
2250 20
0.82303907884768202 0.16252092005054999
2250 25
0.88110207709767063 0.26257178379020113
2412 -5
0.44277662418911556 -0.23882610153973616
2412 0
0.43306909074086997 4.0129549183543396E-002
2412 5
0.44609387493599295 0.31823936107182932
2412 10
0.48088630308980990 0.56581202350093274
2412 15
0.53604558122943335 0.75782596182008000
2412 20
0.60963397344690273 0.88205217242917433
2412 25
0.70075586394258860 0.95627464104823146
2420 -5
0.48857470304695488 -0.19401495091191809
2420 0
0.48005102134728828 2.1991832478689591E-002
2420 5
0.49110926108889152 0.24127370947350307
2420 10
0.52122603012693136 0.44145163013590022
2420 15
0.56947299614575875 0.60615833546857467
2420 20
0.63502912853224247 0.73195942708467754
2420 25
0.71862459846892213 0.83313257102470972
2430 -5
0.55758990798353836 -0.13145261921013915
2430 0
0.55049064270703763 5.0338912402809078E-004
2430 5
0.55932611086799244 0.13971116490247451
2430 10
0.58416100399241433 0.27728475027477556
2430 15
0.62497590015412574 0.40832602408711260
2430 20
0.68228073921579868 0.53450418347761752
2430 25
0.75754149305486296 0.65837274656473588
2450 -5
0.73585256240843677 3.4606699984729219E-003
2450 0
0.73152349336198497 -1.0074704671851883E-002
2450 5
0.73547898728933525 -1.4670940337237509E-002
2450 10
0.74922779244187077 7.2541468687017108E-003
2450 15
0.77505426802520916 6.4954403075093120E-002
2450 20
0.81528578135941232 0.15610521926104376
2450 25
0.87124718925270495 0.26773760160883781
2612 -5
0.44308542187350242 -0.24644901331341446
2612 0
